vgain,channel,led,bias,mean_0,e_mean_0,std_0,e_std_0,gain,e_gain,snr,e_snr,delta_std,e_delta_std,spe_amplitude,e_spe_amplitude,dynamic range
600,13,1150,874,6.638246398127588,8.102841217216495,268.9129007221075,10.805932627024646,1474.8063395179465,12.242729502852223,5.484327213598428,0.2250342888123473,8303719.612529583,1984049.7520580231,123.2660838086213,0.6215556360960935,132.91571772035232
700,13,1150,874,32.58447495515362,5.802538900117024,199.0158539820448,7.23524461036682,1264.9394329293943,8.920290059538242,6.355973193188504,0.23537916165831094,7580968.149428219,1042300.9845064266,109.77220713579824,0.7271403043250092,149.2545374416267
800,13,1150,874,20.721183323103897,5.296693658550206,194.42165064499224,6.196208003119665,1132.3558969720848,8.072023884647795,5.824227359532765,0.19020444994274316,5635986.11142803,887615.2367923605,98.49989043712438,0.8068667468226677,166.33521039760373
900,13,1150,874,13.094044781337336,5.462834315608355,160.08942078169588,7.913640842386172,964.7000328853596,8.396992058991364,6.026007391212077,0.30246407921652047,4375109.058161246,865311.8426280813,82.73324365503082,0.5777011626859291,198.03405833229078
1000,13,1150,874,16.04796552009036,4.691675103856233,144.56420990299412,5.531984859415232,830.0175151741297,7.138520391083608,5.741514554197684,0.22518908774673935,2918846.971242872,584160.4490483188,71.65045853427138,0.6475084443269453,228.66566851296997
1100,13,1150,874,10.516495338480725,4.238589068932996,131.57786485355493,5.393131342626269,710.546753711636,6.391981085926338,5.400199756261957,0.22661240589722204,1926519.7817456862,496022.58070619014,61.40883493543303,0.5017161424741792,266.8020003510341
1200,13,1150,874,18.850621989781853,4.078002282370883,126.02013559205693,4.202634821562121,632.8017518076093,6.054142986206215,5.021433668791378,0.17421419072856165,1272046.3789070714,397246.1641550401,54.815298062578144,0.3530853452592699,298.8946622400142
1300,13,1150,874,9.483995834420933,2.8949874252550956,95.40994901351465,3.840372912360884,545.5484044011174,4.4147749260566185,5.7179404248905055,0.23475973182931203,1316384.8845337438,256246.49851695172,46.91629744031945,0.4370828627259242,349.21766835589494
1400,13,1150,874,8.829835863610379,2.334148568659785,84.35182629035558,2.4571993247487782,452.3252441756567,3.562646189597967,5.362364563615543,0.1618167627511538,920785.6652125355,159033.97773516524,38.62229437170529,0.26554609955369435,424.2109451685741
1500,13,1150,874,10.579799061217713,2.287064829551194,81.46202435243818,2.3438457070009164,385.9803742746836,3.460207278374669,4.738163301770822,0.14279165727411544,620232.424176112,146826.23299927398,33.80744108521029,0.24568006124288322,484.6270369503799
1600,13,1150,874,5.5904847809439575,2.058660121936532,74.31568575065074,2.0198667454371417,339.51397591300343,3.117747903568439,4.56853721369355,0.13106645456514082,467570.15951147815,117264.51138622526,29.964143105928727,0.29019175145641374,546.7868692950625
1700,13,1150,874,8.335870545944804,2.2836412849275933,66.82429850199146,2.078919731868382,295.449637676445,3.4340168631919346,4.421290523051883,0.14683354087598496,308575.26172385784,111457.67728552286,26.40303338690952,0.41856001439027646,620.5347605295647
1800,13,1150,874,5.85962740097503,1.8978325578416086,54.504194988654994,1.8342106165001972,247.91673488715216,2.9089114264821343,4.548580800776084,0.16210915080393315,297208.0423115643,80006.61036190571,22.14526690447167,0.35602976292541966,739.8420651544133
1900,13,1150,874,3.8806417928995796,2.2143700014696783,56.402525165380354,1.7032261132269362,214.35810912038409,3.3255577566104613,3.800505535733642,0.12902622296767258,166464.0797729732,84089.01150015206,19.38011702884707,0.3637626636873182,845.4025316571934
2000,13,1150,874,7.261636693568079,1.9489656745495125,50.824014627938325,1.4421462410410726,183.22829347268407,2.885987413415555,3.605151911237688,0.11700059705975722,103453.4085206727,65375.629348454786,16.958228632093952,0.30513538819254205,966.1386431005413
2100,13,1150,874,3.767005932677221,1.9020864556335901,42.80431768021507,1.547513577554085,163.7422072279708,2.9129372418917914,3.8253666008944562,0.15413573572989797,139048.48677903402,58340.540742642865,15.422021213161301,0.29742954260799914,1062.3769591250293
2200,13,1150,874,5.760386966682259,2.0742774644928015,40.37773436158109,1.4114105419866476,131.43653308655647,3.2084895975931236,3.2551735545523,0.13878488688786278,76701.17696586862,54245.06580733341,13.101687558140979,0.11809765522295464,1250.5259286098221
