vgain,channel,led,bias,mean_0,e_mean_0,std_0,e_std_0,gain,e_gain,snr,e_snr,delta_std,e_delta_std,spe_amplitude,e_spe_amplitude,dynamic range
700,12,1100,810,28.22976959865646,5.517729860904653,191.80930430389017,4.84359725177066,795.6029679439132,8.731998872323627,4.147885165588274,0.11420844266759121,3190043.1547259856,808152.8308518134,95.61306666043821,0.8185273533608362,171.35733192395557
800,12,1100,810,8.508231587995667,5.010741731671394,170.673040495046,4.282501065109358,710.2550840324446,7.984126605614851,4.161495465085247,0.11441958700107921,2625363.484680496,648041.2379974746,83.27414706663265,0.9790534002046802,196.74773716853775
900,12,1100,810,13.060601360645833,4.452748008178073,137.80228918454753,3.5415185385827073,607.3460524381311,7.027956168299707,4.407372736927188,0.12422158428310028,1825121.9555390542,447520.85927173967,71.05491886960397,0.5812895582496362,230.58220684294926
1000,12,1100,810,16.69907687574402,3.5124556265340705,122.462754212872,2.530366778333054,515.4672053059005,5.49097917815367,4.209175341670701,0.09784920437847018,1516873.3157523684,309832.62162130506,62.6234455836277,0.6681487245766338,261.62725233827507
1100,12,1100,810,17.74737802211379,3.020264040612497,111.6417722448881,2.4667896805925835,448.9503632088386,4.666765697645459,4.021347513402586,0.09819561441211011,980272.9812919553,252187.22973732947,53.952988614626456,0.6353726931982545,303.67177835183645
1200,12,1100,810,5.22409852254042,2.9904656275846486,99.09151470089449,2.59067519841161,401.785826211119,4.784819671030471,4.05469456616846,0.11648653001466552,1097203.0757186785,241132.3669305799,46.86890686317509,0.4612822436011156,349.570772961059
1300,12,1100,810,-0.5684697415767938,0.01790056162887551,86.67568974509011,0.017898646128500673,341.781124593654,0.031004418510554504,3.94321782265384,0.0008893847062308934,1245018.554851659,1292.4425087681116,42.45824921448212,0.5122210438692548,385.8849647152094
1400,12,1100,810,6.536668062534208,2.2813317508985604,77.80103868435528,1.7084131181599531,290.648463487149,3.5288770650509633,3.735791557569455,0.09373784157444554,447246.5699222912,128400.4083692825,36.436679492500666,0.5686059393235674,449.6567807001219
1500,12,1100,810,5.9734887445689715,1.9528387237981562,64.91541205814576,1.3126114139689555,240.9823841035198,3.1000235756184424,3.712252244315542,0.08896614157014777,313945.96857734,86353.32564837205,29.911358034859845,0.297820678269608,547.7517931785463
1600,12,1100,810,3.403030591148989,2.205925607044665,62.96670900568379,1.5658246290236768,213.63203214706797,3.442410225160564,3.3927774775045676,0.10053418815556969,271757.4808508422,97859.14075080084,27.446229971078143,0.22428782226601016,596.9490169420308
1700,12,1100,810,5.078315598143508,1.8413642871862055,51.214254194804305,1.4568791906099925,184.665236512041,2.9156466029955386,3.6057390547879016,0.11731152247928113,162525.04051607742,67252.73047165255,22.83563205494528,0.514248628352041,717.475214199376
1800,12,1100,810,7.950737714871744,2.1548822804362495,48.33639844652593,1.3679547280653885,152.8384797754364,3.256181475674998,3.161974923401049,0.11200810473845424,73002.32315076247,67236.40580850617,19.854156417649698,0.13158272453974362,825.2176348039224
1900,12,1100,810,5.2502993369914694,2.4390003028779925,44.65109634679488,1.5996692944951008,129.75464149728396,3.9764121699610024,2.90596764947291,0.13700197443932577,92750.5034539004,72773.00000313667,16.859448698163227,0.47303417362491007,971.7992737084561
2100,12,1100,810,-3.895552142267864,3.9496968273969224,32.20128691742718,2.9516396075797715,76.0282067010667,5.694629884574102,2.3610300698858278,0.2794824708688628,24877.93696082069,83866.83734960163,13.127514711219314,0.9408861730879354,1248.065636216546
2200,12,1100,810,-3.2804728295687267,27.057278130565198,34.0831435556662,7.601068027550911,89.1401648531579,38.768819375411475,2.6153739225247805,1.278302891778771,114680.70298996067,697347.9883844366,11.666681744225158,0.7435927447421719,1404.3410422256395
