vgain,channel,led,bias,mean_0,e_mean_0,std_0,e_std_0,gain,e_gain,snr,e_snr,delta_std,e_delta_std,spe_amplitude,e_spe_amplitude,dynamic range
500,13,1150,784,25.521865208955646,7.403306286837761,236.53164902250623,5.443400401581357,831.5928399852282,11.52463892937953,3.515778304602702,0.0944479337042558,2689632.277708458,1206362.257449164,117.96536441450853,1.0015996076421552,138.8882243641417
600,13,1150,784,20.052844038733927,6.66201795203744,200.39268038890486,4.892870583943306,709.7905147384356,10.466723823633492,3.5419982075240237,0.10103155640737596,2064854.1664471216,927834.1749471743,100.46801384792353,1.0594783954747617,163.0767780957643
700,13,1150,784,9.533103989170511,7.049696975082981,163.0477393859025,5.03856858870715,625.0864770549194,11.064144074060893,3.8337635309095606,0.13653019438578126,2705933.0667771706,880851.1854556947,86.17768131291494,1.1063980609473592,190.11883065766156
800,13,1150,784,-1.2555011843607764,5.579505580425601,161.2314042689924,3.9700699404190516,562.3589112977778,8.647914547701854,3.487899357122508,0.10125690099804752,1386176.8855249267,622086.3440429985,78.89619349772,0.8269160750412303,207.6652785596491
900,13,1150,784,13.00537764971162,4.978752366268461,143.94323240617726,3.787051448132246,472.18314936519323,7.614428013019133,3.2803428231540095,0.10122552359983783,596410.9218411017,490676.2866693046,66.4186526539854,0.7952989548617607,246.67769286670242
1000,13,1150,784,3.093898801056892,3.8746184876393372,117.3884700215645,3.0538396615168395,404.9793303244444,6.029413504525704,3.449907220445491,0.10340686221805384,854992.8800711045,336020.5684930964,57.95975828775546,0.584263169469907,282.67888762850953
1100,13,1150,784,11.043943060293389,3.992981618717549,94.60369270811431,2.9053312462776617,341.02540571494376,6.206882952443485,3.6047790097065997,0.1286861324599174,502872.5100187138,263592.7894668014,48.81928298956055,0.5652010994137112,335.6050928380807
1200,13,1150,784,9.662568011619397,4.018095284329132,93.52561425843265,3.0687898563612634,308.38909604988737,6.180919640055537,3.2973757883881714,0.12678195211276377,440756.1479118718,269550.40649775433,44.50423890346651,0.33470401552679935,368.144707193809
1300,13,1150,784,6.722416655100954,3.370761153037218,80.81604517464615,2.6554544548438628,264.3863095302435,5.221521930470173,3.271458148674511,0.12541659789120313,326146.19422453945,199906.95886103538,38.09515822939016,0.6701995990298614,430.0809016553672
1400,13,1150,784,-0.020705147868513865,2.8449546095411926,70.32245891814755,1.7931513640021777,222.26682626815713,4.475260122563477,3.1606805235133573,0.1026905810220293,243907.73392371484,132740.4913690697,31.21818574959025,0.5459677203845719,524.8222984967999
1500,13,1150,784,6.880512160121744,3.6861867509954394,61.76966837261113,2.2325321616832987,188.66885803609856,5.712632883182254,3.054393248446756,0.14401394080905494,306065.27739156527,166607.15776195444,26.90985243012573,0.26138518578869446,608.8476346179445
1600,13,1150,784,10.813236270282776,3.7275754328842887,61.18159209579027,2.242128250511108,162.52491337636832,5.597600858136461,2.65643484925838,0.13359587874323242,65577.43041917449,144654.30004007358,24.15120850616279,0.4731066189222309,678.392553143633
1700,13,1150,784,3.5593611394878937,3.309476025678181,54.198630431453566,2.026045178285255,141.24248496243226,5.137440482145395,2.606015757927045,0.13592345127743016,58358.78374935768,116138.06217929773,21.35955164398206,0.4547640972906129,767.0572993799758
1800,13,1150,784,4.822897060301095,3.3130892863414587,48.00331466935635,1.8364873456116015,121.58363404010936,4.977523875580898,2.5328174705761337,0.14192022047646116,23527.33358956629,98019.13817760773,18.147912870011698,0.409539241126078,902.8035409555853
